관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
농월정,관광지,경상남도 함양군 안의면 농월정길 9-35,경상남도 함양군 안의면 월림리 727-1,35.6246430147,127.781557092,138110,도로+주차장+관리사무소+화장실,,,캐빈하우스+오토캠핑장,,,1996-04-18,2000,150,"안의 삼동 중에서 화려한 자연의 미를 간직한 곳이 화림동이다. 화림동은 안의에서 전북 장수군으로 통하는 국도 26호선을 따라 약 4km를 가면 굽이치는 물가에 아담한 마을하나를 발견할 수 있는데, 이 곳이 화림동의 정수 ''''''''농월정''''''''이 있는 곳이다. 화림동은 남덕유산에서 발원하는 금천이 굽이치며 흘러 팔담팔정을 이루었다. 그래서, 옛부터 화림동을 정자문화의 보고라 한다. 지금도 농월정을 비롯한 4개의 고풍스런 정자가 남아 있다. 특히 농월정은 달을 희롱하며 논다는 옛날 우리 선조들의 풍류사상이 깃든 곳, 함양을 찾은 많은 시인과 묵객들이 필히 거쳐간 곳이다. 이 곳 녹수를 사이에 둔 양쪽 산기슭의 송림은 거문고 현을 퉁기는 듯하며, 길게 늘어선 수양버들은 천줄기의 실로 낚시질을 하는 듯 보인다. 맑은 물이 급한 굴곡을 이루는 곳에 커다란 반석이 펼쳐져 있다. 반석위를 흐르는 물이 달빛을 받아 금물결을 이루는 이 곳에 세워진 고색창연한 농월정은 이름 그대로 달을 희롱하고 있는 듯하다. 크기를 짐작할 수 없을 정도로 거대한 월연암이라 이름 붙은 너럭바위 위로 미끄럼타듯 물살이 세차게 흐르고, 물길따라 골이 깊게 패였다. 월연의 맑은 물에서 물장구치며 노는 개구쟁이들의 모습과 아름다운 풍경은 한 폭의 동양화가 되어 지나는 행인의 발걸음을 멈추게 한다.",055-960-5162,경상남도 함양군청,2019-06-20,5460000,경상남도 함양군,
공릉관광지,관광지,경기도 파주시 조리읍 장곡로 218,경기도 파주시 조리읍 장곡리 420-6,37.7498111,126.8335655,621155,관리사무소+화장실4동+도로+광장+주차장,없음,눈썰매장+ 수영장유원시설(하니랜드),공릉관광지 캠핑장,없음,없음,1977-03-31,3000,350,"공릉 근처에 있다. 보트와 배 등 수상 레저시설을 갖춘 호반 관광지이다. 관광지 안에 들어선 하니랜드에는 10여 종의 놀이시설과 야외수영장, 낚시터,눈썰매장,산책로 등이 갖추어져 있다. 개장시간은 오전 10시부터 오후 6시까지이다.",031-945-2250,㈜성원레저,2019-03-08,4060000,경기도 파주시,
임진각관광지,관광지,경기도 파주시 문산읍 임진각로 177,경기도 파주시 문산읍 사목리 494-1,37.8893177,126.740081,477894,관리사무실+관광안내매표소1층+화장실3동+홍보관1층+상황실2층+오수처리장1층+기반시설(도로+광장+주차장),없음,유원시설(평화랜드)+관광열차(평화열차),기념비공원6.25납북자기념관망배단망향의노래비평화의 종각철마는달리고싶다아웅산위령탑장단콩전시관,없음,없음,1991-01-28,50000,2091,"서울에서 북서쪽으로 약 54km 떨어진 임진각은 6.25 전쟁의 비통한 한이 서려 있는 곳이다. 6,000평 대지 위에 지하 1층, 지상 3층의 임진각은 1972년에 북한 실향민을 위해 세워져 지금은 관광명소로 많이 알려져 있다. 이곳에는 평화와 환경의 중요성을 전달하는 경기평화센터가 있다. 또한, 철마는 달리고 싶다 철도중단점, 북한 실향민을 위한 망배단, 미얀마 아웅산 순국외교사절 위령탑, 한국전쟁의 대표 유산으로서 50여년 만에 개방이 된 자유의 다리와 한반도의 지령을 본딴 통일연못, 평화의 종, 미국군 참전기념비 등이 있는 통일안보 관광지이다. 더불어 남북교류 및 화해협력의 장소로 통일관련행사를 많이 치르고 있다. 판문점처럼 복잡한 허가절차를 필요로 하지 않는 관광지로서 경기도내에서 가장 외국인이 많이 찾는 곳이 되었다. 최근 소규모 어린이 놀이시설을 개발하여 바이킹, 미니열차 등을 이용할수 있다.",031-950-1871,파주시 시설관리공단,2019-03-08,4060000,경기도 파주시,
오색관광지,관광지,,강원도 양양군 서면 가라피리 165,38.077641,128.510721,461000,관리사무소+주차장+하수도시설+도로+취사장+공중화장실,가족호텔+콘도미니엄+모텔+산장+방가로+팬션,수영장+클럽하우스+골프연습장,야영장+조경휴게소,,,1994-10-26,3000,1000,설악산과오색령에 아름다운 자연경관을 볼수 있음,033-670-2729,강원도 양양군청,2019-06-30,4350000,강원도 양양군,
삼례문화예술촌,관광지,전라북도 완주군 삼례읍 삼례역로 81-13,전라북도 완주군 삼례읍 후정리 247-1,35.9062362109,127.0658555436,11800,관리사무소+화장실(3동)+주차장,,,,,,2015-10-15,150,30,수탈의 상징인 양곡창고를 문화예술의 중심지로 탈바꿈시켜 역사적 의미와 문화가 공존하는 삼례만의 독특하고 절묘한 공간,063-290-2614,전라북도 완주군청,2019-09-30,4720000,전라북도 완주군,
대한민국 술 박물관,관광지,전라북도 완주군 구이면 덕천전원길 232-58,전라북도 완주군 구이면 덕천리 산 245-1,35.7260186784,127.1361620405,61594,관리사무소+화장실(5동)+주차장,,,,,,2013-06-05,150,40,5만여 점의 유물을 통해 태곳적부터 현대까지 우리 술에 담긴 다양한 이야기를 오롯이 담고 있는 테마박물관,063-290-3854,전라북도 완주군청,2019-09-30,4720000,전라북도 완주군,
화순온천,관광지,전라남도 화순군 북면 옥리길 14-7,,35.1624699,127.0837781,512000,관리사무소+공중화장실+온천공+배수지+단지내도로 등,휴양콘도,아쿠아리움,"온천장,종합유원시설",,,1984-09-24,3000,536,온천휴양지,061-379-3532,전라남도 화순군청,2019-10-08,4900000,전라남도 화순군,
도곡온천,관광지,전라남도 화순군 도곡면 온천2길 44,,35.02470562,126.903529,646819,관리사무소+공중화장실+온천공+배수지+단지내도로 등,일반숙박업+무인텔 등,,"온천장,일반유원시설",,,1989-10-27,4700,462,온천휴양지,061-379-3532,전라남도 화순군청,2019-10-08,4900000,전라남도 화순군,
운주사,관광지,전라남도 화순군 도암면 천태로 91-44,,34.92032245,126.8767649,105495,야외공연장+하수처리장+잔디광장+화장실+주차장+사진문화관,,,,,,2008-05-15,1650,380,"천불천탑 사진문화관, 운주사 사찰",061-379-3531,전라남도 화순군청,2019-10-08,4900000,전라남도 화순군,
오전약수관광지,관광지,경상북도 봉화군 물야면 문수로 1541,경상북도 봉화군 물야면 오전리 95-35,37.0120953130,128.7457209139,137000,관리사무소+화장실+상하수도시설+주차장,,,,관광식당,,1986-12-30,2000,500,"심산계곡에 자리잡은 약수탕은 선달산, 옥석산 아래 깊은 계곡에 위치하고 있고, 약수는 예부터 위장병과 피부병에 효험이 있다.",054-679-6343,경상북도 봉화군청,2019-10-08,5240000,경상북도 봉화군,
다덕약수관광지,관광지,경상북도 봉화군 봉성면 다덕로 873,경상북도 봉화군 봉성면 우곡리 505-5,36.9141214998,128.8273232310,88720,관리사무소+화장실+주차장,,,,관광식당,,2008-12-30,500,120,옛날 스무나무 아래 약수가 있어 이를 마시고 위장병과 피부병에 효험이 있어 많은 사람이 이 약수를 마시고 덕을 보았다 하여 다덕약수라고 불리움,054-679-6343,경상북도 봉화군청,2019-10-08,5240000,경상북도 봉화군,
김포평화누리길 1코스,관광지,,경기도 김포시 대곶면 대명리 561(대명항),37.6596942,126.5590043,15000,대곶면사무소,,,아리랑한정식 전통혼례체험,,,2010-01-01,3514,0,"김포 평화누리길은 대명항에서 시작하여 문수산, 애기봉 입구를 지나 전류리포구까지 3코스(총39km)로 나뉘어 조성되어 있다.",031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
김포평화누리길 2코스,관광지,,경기도 김포시 월곶면 성동리 산49(문수산성),37.7429948,126.5467533,15000,월곶면사무소,,,아리랑한정식 전통혼례체험,,,2010-01-01,3514,0,"김포 평화누리길은 대명항에서 시작하여 문수산, 애기봉 입구를 지나 전류리포구까지 3코스(총39km)로 나뉘어 조성되어 있다.",031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
김포평화누리길 3코스,관광지,,경기도 김포시 하성면 가금리 237(애기봉입구),37.7491124,126.6147154,15000,하성면사무소,,,아리랑한정식 전통혼례체험,,,2010-01-01,3514,0,"김포 평화누리길은 대명항에서 시작하여 문수산, 애기봉 입구를 지나 전류리포구까지 3코스(총39km)로 나뉘어 조성되어 있다.",031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
김포 장릉,관광지,경기도 김포시 장릉로 79(풍무동),경기도 김포시 풍무동 산141-1,37.6106306,126.7125896,24070,"풍무동 주민센터,풍무동 홈플러스",장기동 아리수호텔,,,,,1970-05-26,300,70,유네스코 세계문화유산으로 등재된 장릉(사적 제202호)은 조선 16대  인조대왕의 생부인 원종과 부인 인헌왕후 구씨를 모신 곳이다. 능 주위가 공원으로 꾸며져 있다.,031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
애기봉,관광지,경기도 김포시 하성면 평화공원로 139,,37.7431684,126.5940634,1653,하성면사무소,"김포한강오토캠핑장, 김포황토테마파크, 봉바위농원","꿈목장, 태산패밀리파크 공예체험",,,,1966-01-01,0,70,병자호란 때 끌려간 평안감사를 그리워하다 죽은 기생 애기의 한이 강 하나를 사이에 두고 오가지 못하는 이산가족의 한과 같다고 하여 애기봉이라 명명한 곳으로 우리나라에서 북한을 제일 가까이에서 볼 수 있다.,031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
문수산성,관광지,,경기도 김포시 월곶면 성동리 산36-1,37.7429948,126.5467533,700000,월곶면사무소,"문수산농원펜션, 동막골캠프,문소골산장,김포관광농원,평화누리길게스트하우스",,문수산삼림욕장,,,1966-01-01,250000,0,1694년(숙종20)에 외적을 막고 강화도 방어를 위해 쌓은 산성으로 병인양요 때 프랑스근과 치열한 격전을 벌인 곳으로 유명하다  현재는 총길이 6km 중 성곽의 일부 979m를 보수하여 4km의 성곽이 남아있다.,031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
김포함상공원,관광지,경기도 김포시 대명항1로 110-36,경기도 김포시 대곶면 대명리 551-1,37.6406387,126.5392610,9578,대곶면사무소,"약암홍염천 관광호텔, 덕포진 누리마을 캠핑장",,,,,2006-01-01,80,100,52년간 바다를 지켜오다 2006년 12월 퇴역한 상륙함(운봉함)을 활용하여 조성한 수도권 유일의 함상공원으로 다양한 전시품 감상 및 함상 체험활동을 할 수 있다.,031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
아라뱃길김포터미널,관광지,경기도 김포시 아라육로270번길 74,,37.5976550861,126.7869691411,25084,"고촌읍사무소, 롯데몰",호텔라르 김포,"아라뱃길 보트승강장,현대 애플키즈, 메리고라운드",,"현대유람선, 수상레저체험",,2012-01-01,4786,0,경인아라뱃길은 인천 서해에서 김포까지 연결하는 대규모 운하로 아라뱃길을 따라 투어하는 유람선을 비롯하여 요트 체험이 가능한 마리나시설이 있다.,031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
덕포진,관광지,경기도 김포시 덕포진로 103번길 130,경기도 김포시 대곶면 신안리 산99번지,37.6502183,126.5372467,48794,대곶면사무소,"약암홍염천 관광호텔, 덕포진 누리마을 캠핑장",,,,,1981-01-01,0,0,"덕포진은 신미양요와 병인양요때 서구열강과 치열하게 싸웠던 격전지로 포대 모습과 파수청, 손돌묘 등이 남아있으며, 전시관도 관람할 수 있다.",031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
덕포진교육박물관,관광지,경기도 김포시 덕포진로 103번길 90,경기도 김포시 대곶면 신안리 232-1,37.6506248,126.5387862,651,대곶면사무소,"약암홍염천 관광호텔, 덕포진 누리마을 캠핑장",,,,,1996-01-01,70,10,"초등학교에서 교편을 잡았던 부부 교사가 설립한 사립박물관으로 옛날 교과서 와 책걸상, 풍금을 사용한 음악수업이 진행되며 수집물이 고스란이 보존되어 있다.",031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
다도박물관,관광지,경기도 김포시 애기봉로275번길 187-49,경기도 김포시 월곶면 개곡리 832,37.7375035,126.574436558,180,월곶면사무소,"약암홍염천 관광호텔, 덕포진 누리마을 캠핑장",,,,,2001-01-01,0,0,"지상3층 규모로 다도전시장과 조각공원, 다도체험장, 연못, 정자, 투호장 등 부대시설과 잔디광장을 갖춘 복합예술 공간으로 자연을 벗삼아 다도 및 전통예절, 민속놀이 체험을 할 수있다.",031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
태산패밀리파크,관광지,경기도 김포시 하성로 585,경기도 김포시 하성면 석탄리 491-1,37.7247178,126.6297854,46060,하성면사무소,"김포한강오토캠핑장, 김포황토테마파크, 봉바위농원","꿈목장, 태산패밀리파크 공예체험",,,,2007-01-01,80,25,과학원리를 이용한 다양한 물놀이 기구를 비롯해 야생화 산책로 등 조용한 휴식을 누릴 수 있는 공원으로 가족 나들이 장소로 좋다 . 공원 안에는 도자기 및 목공예체험장도 있어 가족 단위 체험프로그램도 즐길 수 있다.,031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
김포국제조각공원,관광지,경기도 김포시 월곶면 용강로13번길 38,경기도 김포시 월곶면 고막리 82-1,37.7207585,126.5521903,765,월곶면사무소,"문수산농원펜션, 동막골캠프,문소골산장,김포관광농원,평화누리길게스트하우스",,문수산삼림욕장,,,1998-01-01,0,0,통일을 주제로 조성된 테마공원으로 세계적인 조각의 작품 30여점이 전시되어 있다. 산책로를 따라 조각작품이 전시되어 있어 산림욕을 즐기면서 조각작품을 감상할 수 있다.,031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
김포독립운동기념관,관광지,경기도 김포시 양곡2로30번길 46,경기도 김포시 양촌읍 양곡리 1331,37.6533431904,126.629579004,1600.3,양촌읍사무소,,,,,,2009-01-01,0,0,3.1운동의 정신을 계승하고 선열들을 기리기 위해 세워진 김포독립운동기념관은  ''''''''''''''''''''''''''''''''양촌읍 오라니장터 독립만세운동''''''''''''''''''''''''''''''''이 펼쳐진 지역으로 독립운동의 역사를 배우고 애국정신을 느낄 수 있다.,031-980-2482,경기도 김포시청,2019-09-11,4090000,경기도 김포시,
